#P: 16
#M: 4
#alpha: 0.01
#gamma: 1.0
#n_episodes: 2000000
#K: 1
#Baseline: None
#m: 524288
#Nodes: ['M0', 'M1', 'M2', 'M3']
#Processors/Node: [0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3]
#Reward_type: self
#StateRep: Simple
#StartTime: 1605014771.657723
# 
# e  	  J  	  t  	  T  	 n_intra 	 n_inter 	 n_errors 
#--- 	 --- 	 --- 	 --- 	 ------- 	 ------- 	 -------- 
4906 	 -0.011610652320086956 	 1605014795.68364 	 1 	 12 	 3 	 0
4907 	 -0.011610652320086956 	 1605014795.6880798 	 1 	 12 	 3 	 0
4908 	 -0.011610651388764381 	 1605014795.692781 	 1 	 12 	 3 	 0
4909 	 -0.011614943854510784 	 1605014795.697414 	 1 	 12 	 3 	 0
4910 	 -0.011616375297307968 	 1605014795.702164 	 1 	 12 	 3 	 0
4911 	 -0.011619237251579762 	 1605014795.7078662 	 1 	 12 	 3 	 0
4912 	 -0.011620668694376945 	 1605014795.7125099 	 1 	 12 	 3 	 0
4913 	 -0.011630685068666935 	 1605014795.7187378 	 1 	 12 	 3 	 0
4914 	 -0.011633547022938728 	 1605014795.723438 	 1 	 12 	 3 	 0
4915 	 -0.011634978465735912 	 1605014795.728041 	 1 	 12 	 3 	 0
4916 	 -0.011640703305602074 	 1605014795.732667 	 1 	 12 	 3 	 0
4917 	 -0.011640703305602074 	 1605014795.737104 	 1 	 12 	 3 	 0
4918 	 -0.011646426282823086 	 1605014795.741528 	 1 	 12 	 3 	 0
4919 	 -0.01164785772562027 	 1605014795.7465038 	 1 	 12 	 3 	 0
4920 	 -0.011650719679892063 	 1605014795.751248 	 1 	 12 	 3 	 0
4921 	 -0.01165787409991026 	 1605014795.755853 	 1 	 12 	 3 	 0
4922 	 -0.011660736054182053 	 1605014795.7604191 	 1 	 12 	 3 	 0
4923 	 -0.011665028519928455 	 1605014795.764919 	 1 	 12 	 3 	 0
4924 	 -0.011667890474200249 	 1605014795.769367 	 1 	 12 	 3 	 0
4925 	 -0.011670753359794617 	 1605014795.77397 	 1 	 12 	 3 	 0
4926 	 -0.011673614382743835 	 1605014795.778518 	 1 	 12 	 3 	 0
4927 	 -0.01167504582554102 	 1605014795.783179 	 1 	 12 	 3 	 0
4928 	 -0.011685062199831009 	 1605014795.787613 	 1 	 12 	 3 	 0
4929 	 -0.011689354665577412 	 1605014795.792036 	 1 	 12 	 3 	 0
4930 	 -0.01169364620000124 	 1605014795.7964559 	 1 	 12 	 3 	 0
4931 	 -0.01169364620000124 	 1605014795.8008802 	 1 	 12 	 3 	 0
4932 	 -0.011697939597070217 	 1605014795.805295 	 1 	 12 	 3 	 0
4933 	 -0.011699371039867401 	 1605014795.809963 	 1 	 12 	 3 	 0
4934 	 -0.011706524528563023 	 1605014795.8145962 	 1 	 12 	 3 	 0
4935 	 -0.01170938741415739 	 1605014795.819584 	 1 	 12 	 3 	 0
4936 	 -0.011712249368429184 	 1605014795.824203 	 1 	 12 	 3 	 0
4937 	 -0.011715111322700977 	 1605014795.828834 	 1 	 12 	 3 	 0
4938 	 -0.01172083429992199 	 1605014795.8335218 	 1 	 12 	 3 	 0
4939 	 -0.011723696254193783 	 1605014795.8380852 	 1 	 12 	 3 	 0
4940 	 -0.011726558208465576 	 1605014795.842865 	 1 	 12 	 3 	 0
4941 	 -0.01173657551407814 	 1605014795.8477461 	 1 	 12 	 3 	 0
4942 	 -0.011738007888197899 	 1605014795.852298 	 1 	 12 	 3 	 0
4943 	 -0.011742299422621727 	 1605014795.857048 	 1 	 12 	 3 	 0
4944 	 -0.011746592819690704 	 1605014795.861556 	 1 	 12 	 3 	 0
4945 	 -0.011749453842639923 	 1605014795.866545 	 1 	 12 	 3 	 0
4946 	 -0.011752316728234291 	 1605014795.8713942 	 1 	 12 	 3 	 0
4947 	 -0.011758039705455303 	 1605014795.8762681 	 1 	 12 	 3 	 0
4948 	 -0.0117651941254735 	 1605014795.880775 	 1 	 12 	 3 	 0
4949 	 -0.011766624636948109 	 1605014795.8858109 	 1 	 12 	 3 	 0
4950 	 -0.011768056079745293 	 1605014795.8905852 	 1 	 12 	 3 	 0
4951 	 -0.01177377998828888 	 1605014795.89533 	 1 	 12 	 3 	 0
4952 	 -0.011776641011238098 	 1605014795.9001238 	 1 	 12 	 3 	 0
4953 	 -0.011782364919781685 	 1605014795.904748 	 1 	 12 	 3 	 0
4954 	 -0.011786657385528088 	 1605014795.9098449 	 1 	 12 	 3 	 0
4955 	 -0.011790950782597065 	 1605014795.9143329 	 1 	 12 	 3 	 0
4956 	 -0.011790950782597065 	 1605014795.91909 	 1 	 12 	 3 	 0
4957 	 -0.011796673759818077 	 1605014795.92382 	 1 	 12 	 3 	 0
4958 	 -0.011802397668361664 	 1605014795.928279 	 1 	 12 	 3 	 0
4959 	 -0.011803828179836273 	 1605014795.933472 	 1 	 12 	 3 	 0
4960 	 -0.01181098259985447 	 1605014795.9380858 	 1 	 12 	 3 	 0
4961 	 -0.011813845485448837 	 1605014795.943012 	 1 	 12 	 3 	 0
4962 	 -0.011818138882517815 	 1605014795.9474938 	 1 	 12 	 3 	 0
4963 	 -0.011820999905467033 	 1605014795.9522119 	 1 	 12 	 3 	 0
4964 	 -0.011822430416941643 	 1605014795.957248 	 1 	 12 	 3 	 0
4965 	 -0.01182815432548523 	 1605014795.962235 	 1 	 12 	 3 	 0
4966 	 -0.011835309676826 	 1605014795.9677792 	 1 	 12 	 3 	 0
4967 	 -0.011841033585369587 	 1605014795.972218 	 1 	 12 	 3 	 0
4968 	 -0.011843894608318806 	 1605014795.977108 	 1 	 12 	 3 	 0
4969 	 -0.011848187074065208 	 1605014795.9816 	 1 	 12 	 3 	 0
4970 	 -0.011852480471134186 	 1605014795.986217 	 1 	 12 	 3 	 0
4971 	 -0.01185534242540598 	 1605014795.9910789 	 1 	 12 	 3 	 0
4972 	 -0.01186249777674675 	 1605014795.9956071 	 1 	 12 	 3 	 0
4973 	 -0.011868221685290337 	 1605014796.00061 	 1 	 12 	 3 	 0
4974 	 -0.011871082708239555 	 1605014796.005111 	 1 	 12 	 3 	 0
4975 	 -0.011875376105308533 	 1605014796.009779 	 1 	 12 	 3 	 0
4976 	 -0.011879668571054935 	 1605014796.014483 	 1 	 12 	 3 	 0
4977 	 -0.011881099082529545 	 1605014796.01894 	 1 	 12 	 3 	 0
4978 	 -0.011885391548275948 	 1605014796.0234659 	 1 	 12 	 3 	 0
4979 	 -0.011891115456819534 	 1605014796.028026 	 1 	 12 	 3 	 0
4980 	 -0.011893977411091328 	 1605014796.033015 	 1 	 12 	 3 	 0
4981 	 -0.011896839365363121 	 1605014796.037744 	 1 	 12 	 3 	 0
4982 	 -0.011902563273906708 	 1605014796.0422568 	 1 	 12 	 3 	 0
4983 	 -0.01190685573965311 	 1605014796.047308 	 1 	 12 	 3 	 0
4984 	 -0.011908288113772869 	 1605014796.051999 	 1 	 12 	 3 	 0
4985 	 -0.01191687397658825 	 1605014796.056597 	 1 	 12 	 3 	 0
4986 	 -0.011922597885131836 	 1605014796.0611148 	 1 	 12 	 3 	 0
4987 	 -0.011925460770726204 	 1605014796.065618 	 1 	 12 	 3 	 0
4988 	 -0.011926891282200813 	 1605014796.070071 	 1 	 12 	 3 	 0
4989 	 -0.011929752305150032 	 1605014796.074489 	 1 	 12 	 3 	 0
4990 	 -0.011934044770896435 	 1605014796.079324 	 1 	 12 	 3 	 0
4991 	 -0.011941199190914631 	 1605014796.083879 	 1 	 12 	 3 	 0
4992 	 -0.011948353610932827 	 1605014796.0886872 	 1 	 12 	 3 	 0
4993 	 -0.011954076588153839 	 1605014796.093296 	 1 	 12 	 3 	 0
4994 	 -0.011955508030951023 	 1605014796.097858 	 1 	 12 	 3 	 0
4995 	 -0.011958370916545391 	 1605014796.10393 	 1 	 12 	 3 	 0
4996 	 -0.01196123193949461 	 1605014796.108455 	 1 	 12 	 3 	 0
4997 	 -0.011964093893766403 	 1605014796.113298 	 1 	 12 	 3 	 0
4998 	 -0.011972679756581783 	 1605014796.117959 	 1 	 12 	 3 	 0
4999 	 -0.011975542642176151 	 1605014796.122894 	 1 	 12 	 3 	 0
5000 	 -0.011978404596447945 	 1605014796.127352 	 1 	 12 	 3 	 0
5001 	 -0.011982697062194347 	 1605014796.135783 	 1 	 12 	 3 	 0
5002 	 -0.011988420970737934 	 1605014796.140301 	 1 	 12 	 3 	 0
5003 	 -0.011991281993687153 	 1605014796.144916 	 1 	 12 	 3 	 0
5004 	 -0.011998437345027924 	 1605014796.1494908 	 1 	 12 	 3 	 0
5005 	 -0.012001299299299717 	 1605014796.154101 	 1 	 12 	 3 	 0
5006 	 -0.01200416125357151 	 1605014796.15857 	 1 	 12 	 3 	 0
5007 	 -0.012008454650640488 	 1605014796.163069 	 1 	 12 	 3 	 0
5008 	 -0.012009885162115097 	 1605014796.167614 	 1 	 12 	 3 	 0
5009 	 -0.012018470093607903 	 1605014796.172346 	 1 	 12 	 3 	 0
5010 	 -0.012022762559354305 	 1605014796.177113 	 1 	 12 	 3 	 0
5011 	 -0.012029916979372501 	 1605014796.182274 	 1 	 12 	 3 	 0
5012 	 -0.01203134935349226 	 1605014796.186677 	 1 	 12 	 3 	 0
5013 	 -0.012035641819238663 	 1605014796.19136 	 1 	 12 	 3 	 0
5014 	 -0.012038502842187881 	 1605014796.1959522 	 1 	 12 	 3 	 0
5015 	 -0.012044225819408894 	 1605014796.2005582 	 1 	 12 	 3 	 0
5016 	 -0.012048519216477871 	 1605014796.205183 	 1 	 12 	 3 	 0
5017 	 -0.012054244056344032 	 1605014796.209686 	 1 	 12 	 3 	 0
5018 	 -0.01205853745341301 	 1605014796.2144809 	 1 	 12 	 3 	 0
5019 	 -0.012064260430634022 	 1605014796.2190878 	 1 	 12 	 3 	 0
5020 	 -0.012067122384905815 	 1605014796.223882 	 1 	 12 	 3 	 0
5021 	 -0.012071415781974792 	 1605014796.228367 	 1 	 12 	 3 	 0
5022 	 -0.01207713969051838 	 1605014796.2328372 	 1 	 12 	 3 	 0
5023 	 -0.012078570201992989 	 1605014796.237587 	 1 	 12 	 3 	 0
5024 	 -0.012084294110536575 	 1605014796.242039 	 1 	 12 	 3 	 0
5025 	 -0.012085724622011185 	 1605014796.2468119 	 1 	 12 	 3 	 0
5026 	 -0.01209287904202938 	 1605014796.251478 	 1 	 12 	 3 	 0
5027 	 -0.012098602019250393 	 1605014796.2561972 	 1 	 12 	 3 	 0
5028 	 -0.012102894484996796 	 1605014796.260959 	 1 	 12 	 3 	 0
5029 	 -0.012107188813388348 	 1605014796.265405 	 1 	 12 	 3 	 0
5030 	 -0.012111480347812176 	 1605014796.270093 	 1 	 12 	 3 	 0
5031 	 -0.012114343233406544 	 1605014796.274535 	 1 	 12 	 3 	 0
5032 	 -0.012118634767830372 	 1605014796.27899 	 1 	 12 	 3 	 0
5033 	 -0.01212292816489935 	 1605014796.2835991 	 1 	 12 	 3 	 0
5034 	 -0.01212865300476551 	 1605014796.28807 	 1 	 12 	 3 	 0
5035 	 -0.012134376913309097 	 1605014796.2930439 	 1 	 12 	 3 	 0
5036 	 -0.0121386693790555 	 1605014796.297593 	 1 	 12 	 3 	 0
5037 	 -0.012142961844801903 	 1605014796.302043 	 1 	 12 	 3 	 0
5038 	 -0.012148686684668064 	 1605014796.306557 	 1 	 12 	 3 	 0
5039 	 -0.012151547707617283 	 1605014796.311072 	 1 	 12 	 3 	 0
5040 	 -0.01215727161616087 	 1605014796.3155751 	 1 	 12 	 3 	 0
5041 	 -0.01215727161616087 	 1605014796.320083 	 1 	 12 	 3 	 0
5042 	 -0.012164425104856491 	 1605014796.324557 	 1 	 12 	 3 	 0
5043 	 -0.012167287059128284 	 1605014796.3290272 	 1 	 12 	 3 	 0
5044 	 -0.01217444147914648 	 1605014796.333568 	 1 	 12 	 3 	 0
5045 	 -0.012180166319012642 	 1605014796.3382232 	 1 	 12 	 3 	 0
5046 	 -0.012185889296233654 	 1605014796.3427 	 1 	 12 	 3 	 0
5047 	 -0.012187320739030838 	 1605014796.347266 	 1 	 12 	 3 	 0
5048 	 -0.012190182693302631 	 1605014796.351779 	 1 	 12 	 3 	 0
5049 	 -0.012194476090371609 	 1605014796.35641 	 1 	 12 	 3 	 0
5050 	 -0.012201630510389805 	 1605014796.361013 	 1 	 12 	 3 	 0
5051 	 -0.012205923907458782 	 1605014796.3654559 	 1 	 12 	 3 	 0
5052 	 -0.01221021730452776 	 1605014796.3701031 	 1 	 12 	 3 	 0
5053 	 -0.012211647816002369 	 1605014796.374675 	 1 	 12 	 3 	 0
5054 	 -0.012218802236020565 	 1605014796.3794181 	 1 	 12 	 3 	 0
5055 	 -0.012223094701766968 	 1605014796.384039 	 1 	 12 	 3 	 0
5056 	 -0.012231681495904922 	 1605014796.388509 	 1 	 12 	 3 	 0
5057 	 -0.012231681495904922 	 1605014796.3932538 	 1 	 12 	 3 	 0
5058 	 -0.012237404473125935 	 1605014796.397891 	 1 	 12 	 3 	 0
5059 	 -0.012240266427397728 	 1605014796.4025128 	 1 	 12 	 3 	 0
5060 	 -0.01224455889314413 	 1605014796.407112 	 1 	 12 	 3 	 0
5061 	 -0.012251714244484901 	 1605014796.4118059 	 1 	 12 	 3 	 0
5062 	 -0.012260299175977707 	 1605014796.416333 	 1 	 12 	 3 	 0
5063 	 -0.012261729687452316 	 1605014796.420744 	 1 	 12 	 3 	 0
5064 	 -0.012264592573046684 	 1605014796.425148 	 1 	 12 	 3 	 0
5065 	 -0.012268884107470512 	 1605014796.429593 	 1 	 12 	 3 	 0
5066 	 -0.012276038527488708 	 1605014796.4341571 	 1 	 12 	 3 	 0
5067 	 -0.012278900481760502 	 1605014796.438795 	 1 	 12 	 3 	 0
5068 	 -0.012286054901778698 	 1605014796.443386 	 1 	 12 	 3 	 0
5069 	 -0.012287485413253307 	 1605014796.4481091 	 1 	 12 	 3 	 0
5070 	 -0.01229177974164486 	 1605014796.453147 	 1 	 12 	 3 	 0
5071 	 -0.012296072207391262 	 1605014796.457684 	 1 	 12 	 3 	 0
5072 	 -0.012301796115934849 	 1605014796.4623392 	 1 	 12 	 3 	 0
5073 	 -0.012306088581681252 	 1605014796.467096 	 1 	 12 	 3 	 0
5074 	 -0.012313243933022022 	 1605014796.471884 	 1 	 12 	 3 	 0
5075 	 -0.012314675375819206 	 1605014796.4764018 	 1 	 12 	 3 	 0
5076 	 -0.012321829795837402 	 1605014796.480853 	 1 	 12 	 3 	 0
5077 	 -0.012326122261583805 	 1605014796.4857512 	 1 	 12 	 3 	 0
5078 	 -0.012330414727330208 	 1605014796.490568 	 1 	 12 	 3 	 0
5079 	 -0.01233613956719637 	 1605014796.495224 	 1 	 12 	 3 	 0
5080 	 -0.012341863475739956 	 1605014796.499688 	 1 	 12 	 3 	 0
5081 	 -0.012346155941486359 	 1605014796.50412 	 1 	 12 	 3 	 0
5082 	 -0.012350448407232761 	 1605014796.5086021 	 1 	 12 	 3 	 0
5083 	 -0.01235331129282713 	 1605014796.513063 	 1 	 12 	 3 	 0
5084 	 -0.01236046478152275 	 1605014796.517616 	 1 	 12 	 3 	 0
5085 	 -0.012363326735794544 	 1605014796.522141 	 1 	 12 	 3 	 0
5086 	 -0.012369050644338131 	 1605014796.526601 	 1 	 12 	 3 	 0
5087 	 -0.012373343110084534 	 1605014796.531071 	 1 	 12 	 3 	 0
5088 	 -0.012377635575830936 	 1605014796.535572 	 1 	 12 	 3 	 0
5089 	 -0.012384790927171707 	 1605014796.5400739 	 1 	 12 	 3 	 0
5090 	 -0.012389084324240685 	 1605014796.544554 	 1 	 12 	 3 	 0
5091 	 -0.012394808232784271 	 1605014796.549044 	 1 	 12 	 3 	 0
5092 	 -0.012396239675581455 	 1605014796.5539598 	 1 	 12 	 3 	 0
5093 	 -0.012401962652802467 	 1605014796.558552 	 1 	 12 	 3 	 0
5094 	 -0.012404823675751686 	 1605014796.563157 	 1 	 12 	 3 	 0
5095 	 -0.012413409538567066 	 1605014796.5677881 	 1 	 12 	 3 	 0
5096 	 -0.01241627149283886 	 1605014796.572366 	 1 	 12 	 3 	 0
5097 	 -0.012424856424331665 	 1605014796.576948 	 1 	 12 	 3 	 0
5098 	 -0.012426286935806274 	 1605014796.581672 	 1 	 12 	 3 	 0
5099 	 -0.012432011775672436 	 1605014796.58619 	 1 	 12 	 3 	 0
5100 	 -0.012437734752893448 	 1605014796.590601 	 1 	 12 	 3 	 0
5101 	 -0.012440596707165241 	 1605014796.595177 	 1 	 12 	 3 	 0
5102 	 -0.012446319684386253 	 1605014796.5997272 	 1 	 12 	 3 	 0
5103 	 -0.01245204359292984 	 1605014796.6042502 	 1 	 12 	 3 	 0
5104 	 -0.012456336058676243 	 1605014796.608737 	 1 	 12 	 3 	 0
5105 	 -0.012464922852814198 	 1605014796.613373 	 1 	 12 	 3 	 0
5106 	 -0.012467784807085991 	 1605014796.6180758 	 1 	 12 	 3 	 0
5107 	 -0.012470647692680359 	 1605014796.622529 	 1 	 12 	 3 	 0
5108 	 -0.012473508715629578 	 1605014796.627085 	 1 	 12 	 3 	 0
5109 	 -0.012477802112698555 	 1605014796.6316102 	 1 	 12 	 3 	 0
5110 	 -0.012484957464039326 	 1605014796.636173 	 1 	 12 	 3 	 0
5111 	 -0.012489248998463154 	 1605014796.6407769 	 1 	 12 	 3 	 0
5112 	 -0.01249497290700674 	 1605014796.645235 	 1 	 12 	 3 	 0
5113 	 -0.012499266304075718 	 1605014796.64995 	 1 	 12 	 3 	 0
5114 	 -0.012504988349974155 	 1605014796.654571 	 1 	 12 	 3 	 0
5115 	 -0.012510712258517742 	 1605014796.659049 	 1 	 12 	 3 	 0
5116 	 -0.012516437098383904 	 1605014796.6635158 	 1 	 12 	 3 	 0
5117 	 -0.012519298121333122 	 1605014796.668316 	 1 	 12 	 3 	 0
5118 	 -0.012522160075604916 	 1605014796.6727538 	 1 	 12 	 3 	 0
5119 	 -0.01253074686974287 	 1605014796.677213 	 1 	 12 	 3 	 0
5120 	 -0.012537902221083641 	 1605014796.681824 	 1 	 12 	 3 	 0
5121 	 -0.012543625198304653 	 1605014796.6865652 	 1 	 12 	 3 	 0
5122 	 -0.012545056641101837 	 1605014796.691067 	 1 	 12 	 3 	 0
5123 	 -0.01254934910684824 	 1605014796.69573 	 1 	 12 	 3 	 0
5124 	 -0.012553642503917217 	 1605014796.700504 	 1 	 12 	 3 	 0
5125 	 -0.012560795992612839 	 1605014796.705408 	 1 	 12 	 3 	 0
5126 	 -0.01256509032100439 	 1605014796.709904 	 1 	 12 	 3 	 0
5127 	 -0.012572244741022587 	 1605014796.714499 	 1 	 12 	 3 	 0
5128 	 -0.012576536275446415 	 1605014796.719254 	 1 	 12 	 3 	 0
5129 	 -0.012579398229718208 	 1605014796.724176 	 1 	 12 	 3 	 0
5130 	 -0.01258369255810976 	 1605014796.729548 	 1 	 12 	 3 	 0
5131 	 -0.012592277489602566 	 1605014796.734216 	 1 	 12 	 3 	 0
5132 	 -0.012593708001077175 	 1605014796.7387362 	 1 	 12 	 3 	 0
5133 	 -0.012598000466823578 	 1605014796.743388 	 1 	 12 	 3 	 0
5134 	 -66.42108917236328 	 1605014796.7483761 	 1 	 10 	 5 	 2
5135 	 -0.012426287867128849 	 1605014796.753228 	 1 	 12 	 3 	 0
5136 	 -0.01227317750453949 	 1605014796.7581928 	 1 	 12 	 3 	 0
5137 	 -0.01214582473039627 	 1605014796.762848 	 1 	 12 	 3 	 0
5138 	 -0.012044226750731468 	 1605014796.767432 	 1 	 12 	 3 	 0
5139 	 -0.011951214633882046 	 1605014796.77204 	 1 	 12 	 3 	 0
5140 	 -0.011873945593833923 	 1605014796.7765188 	 1 	 12 	 3 	 0
5141 	 -0.011802399531006813 	 1605014796.780929 	 1 	 12 	 3 	 0
5142 	 -0.011743729934096336 	 1605014796.7855842 	 1 	 12 	 3 	 0
5143 	 -0.011696508154273033 	 1605014796.790089 	 1 	 12 	 3 	 0
5144 	 -0.011655012145638466 	 1605014796.7946198 	 1 	 12 	 3 	 0
5145 	 -0.011616376228630543 	 1605014796.799259 	 1 	 12 	 3 	 0
5146 	 -0.011582033708691597 	 1605014796.803891 	 1 	 12 	 3 	 0
5147 	 -0.011557706631720066 	 1605014796.8084989 	 1 	 12 	 3 	 0
5148 	 -0.01153481099754572 	 1605014796.8151 	 1 	 12 	 3 	 0
5149 	 -0.011510486714541912 	 1605014796.8201442 	 1 	 12 	 3 	 0
5150 	 -0.01149617787450552 	 1605014796.825311 	 1 	 12 	 3 	 0
5151 	 -0.011480437591671944 	 1605014796.830487 	 1 	 12 	 3 	 0
5152 	 -0.011463264934718609 	 1605014796.836187 	 1 	 12 	 3 	 0
5153 	 -0.011457542888820171 	 1605014796.8416781 	 1 	 12 	 3 	 0
5154 	 -0.011447525583207607 	 1605014796.8461921 	 1 	 12 	 3 	 0
5155 	 -0.011441802605986595 	 1605014796.850807 	 1 	 12 	 3 	 0
5156 	 -0.01143321581184864 	 1605014796.85585 	 1 	 12 	 3 	 0
5157 	 -0.011431784369051456 	 1605014796.860533 	 1 	 12 	 3 	 0
5158 	 -0.011423197574913502 	 1605014796.865366 	 1 	 12 	 3 	 0
5159 	 -0.011421768926084042 	 1605014796.870487 	 1 	 12 	 3 	 0
5160 	 -0.011417473666369915 	 1605014796.875117 	 1 	 12 	 3 	 0
5161 	 -0.011414612643420696 	 1605014796.8796952 	 1 	 12 	 3 	 0
5162 	 -0.011413183063268661 	 1605014796.884266 	 1 	 12 	 3 	 0
5163 	 -0.011416045017540455 	 1605014796.889339 	 1 	 12 	 3 	 0
5164 	 -0.011414613574743271 	 1605014796.893916 	 1 	 12 	 3 	 0
5165 	 -0.011414613574743271 	 1605014796.898551 	 1 	 12 	 3 	 0
5166 	 -0.011414613574743271 	 1605014796.903563 	 1 	 12 	 3 	 0
5167 	 -0.011414612643420696 	 1605014796.9082081 	 1 	 12 	 3 	 0
5168 	 -0.01141747459769249 	 1605014796.9128199 	 1 	 12 	 3 	 0
5169 	 -0.011423198506236076 	 1605014796.917544 	 1 	 12 	 3 	 0
5170 	 -0.01142462994903326 	 1605014796.922286 	 1 	 12 	 3 	 0
5171 	 -0.011430353857576847 	 1605014796.9269462 	 1 	 12 	 3 	 0
5172 	 -0.011428922414779663 	 1605014796.931631 	 1 	 12 	 3 	 0
5173 	 -0.011433214880526066 	 1605014796.936796 	 1 	 12 	 3 	 0
5174 	 -0.01143607683479786 	 1605014796.9416478 	 1 	 12 	 3 	 0
5175 	 -0.011440369300544262 	 1605014796.946243 	 1 	 12 	 3 	 0
5176 	 -0.011446094140410423 	 1605014796.950939 	 1 	 12 	 3 	 0
5177 	 -0.011447524651885033 	 1605014796.955876 	 1 	 12 	 3 	 0
5178 	 -0.011448956094682217 	 1605014796.960416 	 1 	 12 	 3 	 0
5179 	 -0.011454680003225803 	 1605014796.964999 	 1 	 12 	 3 	 0
5180 	 -0.011454680934548378 	 1605014796.970285 	 1 	 12 	 3 	 0
5181 	 -0.011461834423244 	 1605014796.9748118 	 1 	 12 	 3 	 0
5182 	 -0.011466126888990402 	 1605014796.9793038 	 1 	 12 	 3 	 0
5183 	 -0.01146898977458477 	 1605014796.983894 	 1 	 12 	 3 	 0
5184 	 -0.011473282240331173 	 1605014796.988472 	 1 	 12 	 3 	 0
5185 	 -0.011477574706077576 	 1605014796.993025 	 1 	 12 	 3 	 0
5186 	 -0.011480436660349369 	 1605014796.9975538 	 1 	 12 	 3 	 0
5187 	 -0.01148759201169014 	 1605014797.002199 	 1 	 12 	 3 	 0
5188 	 -0.011491884477436543 	 1605014797.0066218 	 1 	 12 	 3 	 0
5189 	 -0.011494746431708336 	 1605014797.011193 	 1 	 12 	 3 	 0
5190 	 -0.011503332294523716 	 1605014797.015766 	 1 	 12 	 3 	 0
5191 	 -0.011507624760270119 	 1605014797.020549 	 1 	 12 	 3 	 0
5192 	 -0.011509055271744728 	 1605014797.0250628 	 1 	 12 	 3 	 0
5193 	 -0.011513348668813705 	 1605014797.029587 	 1 	 12 	 3 	 0
5194 	 -0.011517641134560108 	 1605014797.034038 	 1 	 12 	 3 	 0
5195 	 -0.011523365043103695 	 1605014797.038578 	 1 	 12 	 3 	 0
5196 	 -0.011527658440172672 	 1605014797.0432918 	 1 	 12 	 3 	 0
5197 	 -0.011534812860190868 	 1605014797.047746 	 1 	 12 	 3 	 0
5198 	 -0.011537674814462662 	 1605014797.0522418 	 1 	 12 	 3 	 0
5199 	 -0.011541967280209064 	 1605014797.056771 	 1 	 12 	 3 	 0
5200 	 -0.011544828303158283 	 1605014797.061356 	 1 	 12 	 3 	 0
5201 	 -0.011549122631549835 	 1605014797.065835 	 1 	 12 	 3 	 0
5202 	 -0.011556276120245457 	 1605014797.070382 	 1 	 12 	 3 	 0
5203 	 -0.011560569517314434 	 1605014797.074928 	 1 	 12 	 3 	 0
5204 	 -0.01156629342585802 	 1605014797.079478 	 1 	 12 	 3 	 0
5205 	 -0.011572016403079033 	 1605014797.084023 	 1 	 12 	 3 	 0
5206 	 -0.011574878357350826 	 1605014797.088583 	 1 	 12 	 3 	 0
5207 	 -0.011579171754419804 	 1605014797.093102 	 1 	 12 	 3 	 0
5208 	 -0.011586326174438 	 1605014797.097733 	 1 	 12 	 3 	 0
5209 	 -0.011590618640184402 	 1605014797.1023202 	 1 	 12 	 3 	 0
5210 	 -0.01159634254872799 	 1605014797.106858 	 1 	 12 	 3 	 0
5211 	 -0.011603496968746185 	 1605014797.111391 	 1 	 12 	 3 	 0
5212 	 -0.01160492841154337 	 1605014797.1159601 	 1 	 12 	 3 	 0
5213 	 -0.011610652320086956 	 1605014797.120516 	 1 	 12 	 3 	 0
5214 	 -0.011616375297307968 	 1605014797.125126 	 1 	 12 	 3 	 0
5215 	 -0.011617806740105152 	 1605014797.129633 	 1 	 12 	 3 	 0
5216 	 -0.011626391671597958 	 1605014797.134449 	 1 	 12 	 3 	 0
5217 	 -0.011633547022938728 	 1605014797.138985 	 1 	 12 	 3 	 0
5218 	 -0.011634977534413338 	 1605014797.143421 	 1 	 12 	 3 	 0
5219 	 -0.01163927186280489 	 1605014797.1480398 	 1 	 12 	 3 	 0
5220 	 -0.011646425351500511 	 1605014797.1535192 	 1 	 12 	 3 	 0
5221 	 -0.011649287305772305 	 1605014797.158512 	 1 	 12 	 3 	 0
5222 	 -0.011655011214315891 	 1605014797.1631072 	 1 	 12 	 3 	 0
5223 	 -0.011660735122859478 	 1605014797.168122 	 1 	 12 	 3 	 0
5224 	 -0.011666459031403065 	 1605014797.172695 	 1 	 12 	 3 	 0
5225 	 -0.011669320054352283 	 1605014797.1773062 	 1 	 12 	 3 	 0
5226 	 -0.011675044894218445 	 1605014797.182273 	 1 	 12 	 3 	 0
5227 	 -0.011676475405693054 	 1605014797.186782 	 1 	 12 	 3 	 0
5228 	 -0.011682199314236641 	 1605014797.191251 	 1 	 12 	 3 	 0
5229 	 -0.01169221755117178 	 1605014797.195797 	 1 	 12 	 3 	 0
5230 	 -0.011697940528392792 	 1605014797.200386 	 1 	 12 	 3 	 0
5231 	 -0.01170080155134201 	 1605014797.2050078 	 1 	 12 	 3 	 0
5232 	 -0.011706525459885597 	 1605014797.209601 	 1 	 12 	 3 	 0
5233 	 -0.011707955971360207 	 1605014797.2141 	 1 	 12 	 3 	 0
5234 	 -0.011713679879903793 	 1605014797.2188249 	 1 	 12 	 3 	 0
5235 	 -0.01172083429992199 	 1605014797.223443 	 1 	 12 	 3 	 0
5236 	 -0.011725128628313541 	 1605014797.227896 	 1 	 12 	 3 	 0
5237 	 -0.011733712628483772 	 1605014797.2324271 	 1 	 12 	 3 	 0
