#P: 16
#M: 4
#alpha: 0.01
#gamma: 1.0
#n_episodes: 2000000
#K: 1
#Baseline: None
#m: 524288
#Nodes: ['M0', 'M1', 'M2', 'M3']
#Processors/Node: [0, 0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3]
#Reward_type: self
#StateRep: Simple
#StartTime: 1605014771.657723
# 
# e  	  J  	  t  	  T  	 n_intra 	 n_inter 	 n_errors 
#--- 	 --- 	 --- 	 --- 	 ------- 	 ------- 	 -------- 
2075 	 -32.50678634643555 	 1605014781.699232 	 1 	 11 	 4 	 2
2076 	 -0.4742072522640228 	 1605014781.703753 	 1 	 12 	 3 	 0
2077 	 -0.47198790311813354 	 1605014781.708367 	 1 	 12 	 3 	 0
2078 	 -0.47019559144973755 	 1605014781.712985 	 1 	 12 	 3 	 0
2079 	 -0.46876829862594604 	 1605014781.717519 	 1 	 12 	 3 	 0
2080 	 -32.12420654296875 	 1605014781.7221801 	 1 	 11 	 4 	 2
2081 	 -0.4642608165740967 	 1605014781.726732 	 1 	 12 	 3 	 0
2082 	 -0.46142178773880005 	 1605014781.731431 	 1 	 12 	 3 	 0
2083 	 -0.45907941460609436 	 1605014781.736008 	 1 	 12 	 3 	 0
2084 	 -0.45717766880989075 	 1605014781.740632 	 1 	 12 	 3 	 0
2085 	 -0.45565298199653625 	 1605014781.745346 	 1 	 12 	 3 	 0
2086 	 -0.4544660151004791 	 1605014781.7499871 	 1 	 12 	 3 	 0
2087 	 -0.45357459783554077 	 1605014781.7545521 	 1 	 12 	 3 	 0
2088 	 -33.348426818847656 	 1605014781.75912 	 1 	 11 	 4 	 2
2089 	 -0.45115983486175537 	 1605014781.7636669 	 1 	 12 	 3 	 0
2090 	 -33.38397979736328 	 1605014781.768225 	 1 	 10 	 5 	 2
2091 	 -0.4464985430240631 	 1605014781.7727869 	 1 	 12 	 3 	 0
2092 	 -0.4437761902809143 	 1605014781.777298 	 1 	 12 	 3 	 0
2093 	 -0.44150954484939575 	 1605014781.781824 	 1 	 12 	 3 	 0
2094 	 -0.439638614654541 	 1605014781.786411 	 1 	 12 	 3 	 0
2095 	 -0.4381246864795685 	 1605014781.791067 	 1 	 12 	 3 	 0
2096 	 -0.43692559003829956 	 1605014781.7957602 	 1 	 12 	 3 	 0
2097 	 -0.4359954595565796 	 1605014781.800548 	 1 	 12 	 3 	 0
2098 	 -0.4353214502334595 	 1605014781.805145 	 1 	 12 	 3 	 0
2099 	 -0.43486571311950684 	 1605014781.809789 	 1 	 12 	 3 	 0
2100 	 -0.4346110224723816 	 1605014781.814664 	 1 	 12 	 3 	 0
2101 	 -0.4345352351665497 	 1605014781.819296 	 1 	 12 	 3 	 0
2102 	 -40.27696228027344 	 1605014781.82391 	 1 	 11 	 4 	 2
2103 	 -33.0496711730957 	 1605014781.82884 	 1 	 11 	 4 	 2
2104 	 -0.43074312806129456 	 1605014781.8334022 	 1 	 12 	 3 	 0
2105 	 -0.4282490015029907 	 1605014781.838042 	 1 	 12 	 3 	 0
2106 	 -0.4261684715747833 	 1605014781.8425548 	 1 	 12 	 3 	 0
2107 	 -81.16130828857422 	 1605014781.8479948 	 1 	 10 	 5 	 4
2108 	 -51.20598220825195 	 1605014781.852704 	 1 	 10 	 5 	 2
2109 	 -0.40963470935821533 	 1605014781.857513 	 1 	 12 	 3 	 0
2110 	 -0.4034208059310913 	 1605014781.862695 	 1 	 12 	 3 	 0
2111 	 -0.3980691134929657 	 1605014781.867274 	 1 	 12 	 3 	 0
2112 	 -50.00806427001953 	 1605014781.871792 	 1 	 10 	 5 	 2
2113 	 -0.3888002038002014 	 1605014781.8763268 	 1 	 12 	 3 	 0
2114 	 -0.3847971260547638 	 1605014781.881002 	 1 	 12 	 3 	 0
2115 	 -0.38136571645736694 	 1605014781.8856478 	 1 	 12 	 3 	 0
2116 	 -0.3784359097480774 	 1605014781.890352 	 1 	 12 	 3 	 0
2117 	 -0.3759481608867645 	 1605014781.895194 	 1 	 12 	 3 	 0
2118 	 -0.37385115027427673 	 1605014781.899922 	 1 	 12 	 3 	 0
2119 	 -0.37209179997444153 	 1605014781.904454 	 1 	 12 	 3 	 0
2120 	 -40.000057220458984 	 1605014781.909037 	 1 	 10 	 5 	 2
2121 	 -0.3670434057712555 	 1605014781.913703 	 1 	 12 	 3 	 0
2122 	 -0.3639669418334961 	 1605014781.91831 	 1 	 12 	 3 	 0
2123 	 -0.36134395003318787 	 1605014781.922904 	 1 	 12 	 3 	 0
2124 	 -0.35912030935287476 	 1605014781.927425 	 1 	 12 	 3 	 0
2125 	 -0.3572486639022827 	 1605014781.932163 	 1 	 12 	 3 	 0
2126 	 -0.35568463802337646 	 1605014781.936641 	 1 	 12 	 3 	 0
2127 	 -0.3543917238712311 	 1605014781.941138 	 1 	 12 	 3 	 0
2128 	 -0.3533399701118469 	 1605014781.945863 	 1 	 12 	 3 	 0
2129 	 -0.35250580310821533 	 1605014781.95041 	 1 	 12 	 3 	 0
2130 	 -0.351860374212265 	 1605014781.954935 	 1 	 12 	 3 	 0
2131 	 -0.35138463973999023 	 1605014781.959409 	 1 	 12 	 3 	 0
2132 	 -0.3510648310184479 	 1605014781.964115 	 1 	 12 	 3 	 0
2133 	 -0.3508759140968323 	 1605014781.9686358 	 1 	 12 	 3 	 0
2134 	 -0.35081446170806885 	 1605014781.973309 	 1 	 12 	 3 	 0
2135 	 -0.35086020827293396 	 1605014781.977872 	 1 	 12 	 3 	 0
2136 	 -0.3510054349899292 	 1605014781.982511 	 1 	 12 	 3 	 0
2137 	 -0.35123369097709656 	 1605014781.987115 	 1 	 12 	 3 	 0
2138 	 -0.3515477776527405 	 1605014781.991807 	 1 	 12 	 3 	 0
2139 	 -0.35193198919296265 	 1605014781.996659 	 1 	 12 	 3 	 0
2140 	 -34.28451919555664 	 1605014782.001184 	 1 	 11 	 4 	 2
2141 	 -0.3516908586025238 	 1605014782.0058382 	 1 	 12 	 3 	 0
2142 	 -0.351182222366333 	 1605014782.010697 	 1 	 12 	 3 	 0
2143 	 -0.3508301377296448 	 1605014782.015769 	 1 	 12 	 3 	 0
2144 	 -0.3506205677986145 	 1605014782.020277 	 1 	 12 	 3 	 0
2145 	 -0.35053467750549316 	 1605014782.024838 	 1 	 12 	 3 	 0
2146 	 -0.3505690097808838 	 1605014782.029789 	 1 	 12 	 3 	 0
2147 	 -0.35070061683654785 	 1605014782.0342631 	 1 	 12 	 3 	 0
2148 	 -0.3509274423122406 	 1605014782.0388951 	 1 	 12 	 3 	 0
2149 	 -0.35123294591903687 	 1605014782.0435 	 1 	 12 	 3 	 0
2150 	 -0.35161569714546204 	 1605014782.048116 	 1 	 12 	 3 	 0
2151 	 -0.3520635664463043 	 1605014782.052713 	 1 	 12 	 3 	 0
2152 	 -0.3525780141353607 	 1605014782.0572531 	 1 	 12 	 3 	 0
2153 	 -0.35314109921455383 	 1605014782.061926 	 1 	 12 	 3 	 0
2154 	 -0.3537556827068329 	 1605014782.066487 	 1 	 12 	 3 	 0
2155 	 -0.35442104935646057 	 1605014782.071172 	 1 	 12 	 3 	 0
2156 	 -0.3551222085952759 	 1605014782.075626 	 1 	 12 	 3 	 0
2157 	 -0.35586556792259216 	 1605014782.0801091 	 1 	 12 	 3 	 0
2158 	 -0.35664328932762146 	 1605014782.084734 	 1 	 12 	 3 	 0
2159 	 -0.35745394229888916 	 1605014782.089277 	 1 	 12 	 3 	 0
2160 	 -0.35829392075538635 	 1605014782.094002 	 1 	 12 	 3 	 0
2161 	 -34.76896667480469 	 1605014782.0987651 	 1 	 11 	 4 	 2
2162 	 -0.3589034974575043 	 1605014782.1032808 	 1 	 12 	 3 	 0
2163 	 -0.3587961792945862 	 1605014782.107965 	 1 	 12 	 3 	 0
2164 	 -0.3588119149208069 	 1605014782.112672 	 1 	 12 	 3 	 0
2165 	 -0.358944296836853 	 1605014782.1174269 	 1 	 12 	 3 	 0
2166 	 -0.35918039083480835 	 1605014782.122008 	 1 	 12 	 3 	 0
2167 	 -0.35950595140457153 	 1605014782.126663 	 1 	 12 	 3 	 0
2168 	 -0.3599202036857605 	 1605014782.131531 	 1 	 12 	 3 	 0
2169 	 -189.75473022460938 	 1605014782.136595 	 1 	 7 	 8 	 4
2170 	 -0.3504981994628906 	 1605014782.141303 	 1 	 12 	 3 	 0
2171 	 -0.34200194478034973 	 1605014782.1468601 	 1 	 12 	 3 	 0
2172 	 -0.33469775319099426 	 1605014782.151747 	 1 	 12 	 3 	 0
2173 	 -0.32839444279670715 	 1605014782.156227 	 1 	 12 	 3 	 0
2174 	 -0.32296186685562134 	 1605014782.161012 	 1 	 12 	 3 	 0
2175 	 -0.31826767325401306 	 1605014782.166195 	 1 	 12 	 3 	 0
2176 	 -0.3142145276069641 	 1605014782.17075 	 1 	 12 	 3 	 0
2177 	 -0.3107144832611084 	 1605014782.175275 	 1 	 12 	 3 	 0
2178 	 -0.30770018696784973 	 1605014782.180711 	 1 	 12 	 3 	 0
2179 	 -0.30510514974594116 	 1605014782.185278 	 1 	 12 	 3 	 0
2180 	 -0.30287861824035645 	 1605014782.189745 	 1 	 12 	 3 	 0
2181 	 -0.30098047852516174 	 1605014782.1943521 	 1 	 12 	 3 	 0
2182 	 -0.2993663549423218 	 1605014782.199051 	 1 	 12 	 3 	 0
2183 	 -0.2980055510997772 	 1605014782.203541 	 1 	 12 	 3 	 0
2184 	 -37.24826431274414 	 1605014782.208077 	 1 	 10 	 5 	 2
2185 	 -0.2945777475833893 	 1605014782.212925 	 1 	 12 	 3 	 0
2186 	 -0.29262375831604004 	 1605014782.217773 	 1 	 12 	 3 	 0
2187 	 -0.2909674644470215 	 1605014782.222294 	 1 	 12 	 3 	 0
2188 	 -0.28956303000450134 	 1605014782.226781 	 1 	 12 	 3 	 0
2189 	 -0.28839176893234253 	 1605014782.232275 	 1 	 12 	 3 	 0
2190 	 -0.28742513060569763 	 1605014782.236973 	 1 	 12 	 3 	 0
2191 	 -0.2866295576095581 	 1605014782.2415411 	 1 	 12 	 3 	 0
2192 	 -0.2859942317008972 	 1605014782.247073 	 1 	 12 	 3 	 0
2193 	 -0.28550267219543457 	 1605014782.251541 	 1 	 12 	 3 	 0
2194 	 -0.2851320803165436 	 1605014782.255971 	 1 	 12 	 3 	 0
2195 	 -0.28487735986709595 	 1605014782.260454 	 1 	 12 	 3 	 0
2196 	 -0.28472280502319336 	 1605014782.265074 	 1 	 12 	 3 	 0
2197 	 -0.28465986251831055 	 1605014782.269645 	 1 	 12 	 3 	 0
2198 	 -0.28467774391174316 	 1605014782.27415 	 1 	 12 	 3 	 0
2199 	 -0.2847664952278137 	 1605014782.278925 	 1 	 12 	 3 	 0
2200 	 -0.28492245078086853 	 1605014782.283463 	 1 	 12 	 3 	 0
2201 	 -0.285137802362442 	 1605014782.287961 	 1 	 12 	 3 	 0
2202 	 -0.28540468215942383 	 1605014782.292477 	 1 	 12 	 3 	 0
2203 	 -0.28572019934654236 	 1605014782.297525 	 1 	 12 	 3 	 0
2204 	 -0.28607505559921265 	 1605014782.302054 	 1 	 12 	 3 	 0
2205 	 -0.2864743173122406 	 1605014782.3065448 	 1 	 12 	 3 	 0
2206 	 -0.2869078814983368 	 1605014782.3111758 	 1 	 12 	 3 	 0
2207 	 -0.2873743772506714 	 1605014782.315708 	 1 	 12 	 3 	 0
2208 	 -0.28786876797676086 	 1605014782.320707 	 1 	 12 	 3 	 0
2209 	 -0.28839465975761414 	 1605014782.3252878 	 1 	 12 	 3 	 0
2210 	 -0.2889462411403656 	 1605014782.330221 	 1 	 12 	 3 	 0
2211 	 -40.57769775390625 	 1605014782.334771 	 1 	 10 	 5 	 2
2212 	 -0.288043349981308 	 1605014782.339287 	 1 	 12 	 3 	 0
2213 	 -0.2868141829967499 	 1605014782.343842 	 1 	 12 	 3 	 0
2214 	 -0.2858082056045532 	 1605014782.348605 	 1 	 12 	 3 	 0
2215 	 -0.2849861681461334 	 1605014782.3532412 	 1 	 12 	 3 	 0
2216 	 -0.28433650732040405 	 1605014782.357734 	 1 	 12 	 3 	 0
2217 	 -0.2838306427001953 	 1605014782.36264 	 1 	 12 	 3 	 0
2218 	 -0.28345930576324463 	 1605014782.3672671 	 1 	 12 	 3 	 0
2219 	 -0.28320032358169556 	 1605014782.371797 	 1 	 12 	 3 	 0
2220 	 -0.2830486297607422 	 1605014782.376556 	 1 	 12 	 3 	 0
2221 	 -0.282985657453537 	 1605014782.381354 	 1 	 12 	 3 	 0
2222 	 -0.2830064296722412 	 1605014782.3859131 	 1 	 12 	 3 	 0
2223 	 -0.28310444951057434 	 1605014782.390454 	 1 	 12 	 3 	 0
2224 	 -0.2832668423652649 	 1605014782.395364 	 1 	 12 	 3 	 0
2225 	 -0.2834879755973816 	 1605014782.400193 	 1 	 12 	 3 	 0
2226 	 -0.28376340866088867 	 1605014782.404684 	 1 	 12 	 3 	 0
2227 	 -0.2840910851955414 	 1605014782.409419 	 1 	 12 	 3 	 0
2228 	 -0.2844531238079071 	 1605014782.414232 	 1 	 12 	 3 	 0
2229 	 -0.2848609387874603 	 1605014782.41885 	 1 	 12 	 3 	 0
2230 	 -0.28530240058898926 	 1605014782.423564 	 1 	 12 	 3 	 0
2231 	 -0.2857803404331207 	 1605014782.428272 	 1 	 12 	 3 	 0
2232 	 -0.28628402948379517 	 1605014782.433439 	 1 	 12 	 3 	 0
2233 	 -0.2868199050426483 	 1605014782.437897 	 1 	 12 	 3 	 0
2234 	 -0.2873779535293579 	 1605014782.44243 	 1 	 12 	 3 	 0
2235 	 -0.2879575192928314 	 1605014782.447125 	 1 	 12 	 3 	 0
2236 	 -0.288557767868042 	 1605014782.4515252 	 1 	 12 	 3 	 0
2237 	 -0.2891809344291687 	 1605014782.456537 	 1 	 12 	 3 	 0
2238 	 -0.289821982383728 	 1605014782.461041 	 1 	 12 	 3 	 0
2239 	 -0.2904737889766693 	 1605014782.466126 	 1 	 12 	 3 	 0
2240 	 -0.29114416241645813 	 1605014782.4705951 	 1 	 12 	 3 	 0
2241 	 -0.29183176159858704 	 1605014782.475085 	 1 	 12 	 3 	 0
2242 	 -0.2925271987915039 	 1605014782.479892 	 1 	 12 	 3 	 0
2243 	 -0.2932398021221161 	 1605014782.484478 	 1 	 12 	 3 	 0
2244 	 -0.29396745562553406 	 1605014782.4891589 	 1 	 12 	 3 	 0
2245 	 -0.2946993410587311 	 1605014782.493647 	 1 	 12 	 3 	 0
2246 	 -0.29544273018836975 	 1605014782.498795 	 1 	 12 	 3 	 0
2247 	 -0.29620182514190674 	 1605014782.5031722 	 1 	 12 	 3 	 0
2248 	 -0.29696527123451233 	 1605014782.5076559 	 1 	 12 	 3 	 0
2249 	 -39.08066940307617 	 1605014782.512712 	 1 	 11 	 4 	 2
2250 	 -40.064231872558594 	 1605014782.517517 	 1 	 11 	 4 	 2
2251 	 -0.29488322138786316 	 1605014782.5222778 	 1 	 12 	 3 	 0
2252 	 -26.299745559692383 	 1605014782.526892 	 1 	 11 	 4 	 2
2253 	 -0.28913941979408264 	 1605014782.5321002 	 1 	 12 	 3 	 0
2254 	 -0.2856994569301605 	 1605014782.5366158 	 1 	 12 	 3 	 0
2255 	 -0.28274884819984436 	 1605014782.5411022 	 1 	 12 	 3 	 0
2256 	 -0.28022468090057373 	 1605014782.5459478 	 1 	 12 	 3 	 0
2257 	 -0.2780589461326599 	 1605014782.550549 	 1 	 12 	 3 	 0
2258 	 -0.2762187719345093 	 1605014782.555189 	 1 	 12 	 3 	 0
2259 	 -0.2746489942073822 	 1605014782.559787 	 1 	 12 	 3 	 0
2260 	 -0.2733303904533386 	 1605014782.564804 	 1 	 12 	 3 	 0
2261 	 -0.2722214162349701 	 1605014782.5697038 	 1 	 12 	 3 	 0
2262 	 -0.2713056206703186 	 1605014782.574181 	 1 	 12 	 3 	 0
2263 	 -0.27054721117019653 	 1605014782.579256 	 1 	 12 	 3 	 0
2264 	 -0.26994410157203674 	 1605014782.583781 	 1 	 12 	 3 	 0
2265 	 -0.2694718837738037 	 1605014782.5885282 	 1 	 12 	 3 	 0
2266 	 -0.2691134214401245 	 1605014782.593029 	 1 	 12 	 3 	 0
2267 	 -0.2688601613044739 	 1605014782.5981598 	 1 	 12 	 3 	 0
2268 	 -0.2686941921710968 	 1605014782.6028259 	 1 	 12 	 3 	 0
2269 	 -0.2686190605163574 	 1605014782.6073081 	 1 	 12 	 3 	 0
2270 	 -0.2686104476451874 	 1605014782.612215 	 1 	 12 	 3 	 0
2271 	 -0.26867344975471497 	 1605014782.616829 	 1 	 12 	 3 	 0
2272 	 -0.26879432797431946 	 1605014782.621696 	 1 	 12 	 3 	 0
2273 	 -30.058963775634766 	 1605014782.626355 	 1 	 11 	 4 	 2
2274 	 -0.2676696181297302 	 1605014782.63234 	 1 	 12 	 3 	 0
2275 	 -0.26657208800315857 	 1605014782.6371489 	 1 	 12 	 3 	 0
2276 	 -0.2656627297401428 	 1605014782.641597 	 1 	 12 	 3 	 0
2277 	 -0.2649157643318176 	 1605014782.6472142 	 1 	 12 	 3 	 0
2278 	 -0.26430758833885193 	 1605014782.652035 	 1 	 12 	 3 	 0
2279 	 -0.26383325457572937 	 1605014782.6567318 	 1 	 12 	 3 	 0
2280 	 -0.2634676396846771 	 1605014782.6615229 	 1 	 12 	 3 	 0
2281 	 -0.26320725679397583 	 1605014782.6669598 	 1 	 12 	 3 	 0
2282 	 -0.26303407549858093 	 1605014782.67153 	 1 	 12 	 3 	 0
2283 	 -0.26294752955436707 	 1605014782.6760168 	 1 	 12 	 3 	 0
2284 	 -30.62822723388672 	 1605014782.680914 	 1 	 11 	 4 	 2
2285 	 -0.26155519485473633 	 1605014782.685481 	 1 	 12 	 3 	 0
2286 	 -0.2604004442691803 	 1605014782.690172 	 1 	 12 	 3 	 0
2287 	 -0.2594338357448578 	 1605014782.695105 	 1 	 12 	 3 	 0
2288 	 -0.2586418092250824 	 1605014782.699608 	 1 	 12 	 3 	 0
2289 	 -40.019508361816406 	 1605014782.704441 	 1 	 11 	 4 	 2
2290 	 -0.25600460171699524 	 1605014782.70902 	 1 	 12 	 3 	 0
2291 	 -0.2543039321899414 	 1605014782.71396 	 1 	 12 	 3 	 0
2292 	 -0.25285080075263977 	 1605014782.7186 	 1 	 12 	 3 	 0
2293 	 -0.251611590385437 	 1605014782.723254 	 1 	 12 	 3 	 0
2294 	 -0.25055843591690063 	 1605014782.7279942 	 1 	 12 	 3 	 0
2295 	 -0.24967767298221588 	 1605014782.732859 	 1 	 12 	 3 	 0
2296 	 -0.24894863367080688 	 1605014782.7377028 	 1 	 12 	 3 	 0
2297 	 -0.24835047125816345 	 1605014782.742368 	 1 	 12 	 3 	 0
2298 	 -0.2478754073381424 	 1605014782.7472389 	 1 	 12 	 3 	 0
2299 	 -0.2475004941225052 	 1605014782.751741 	 1 	 12 	 3 	 0
2300 	 -0.2472236305475235 	 1605014782.756248 	 1 	 12 	 3 	 0
2301 	 -0.24702972173690796 	 1605014782.7610612 	 1 	 12 	 3 	 0
2302 	 -107.91607666015625 	 1605014782.765891 	 1 	 9 	 6 	 4
2303 	 -0.2414683699607849 	 1605014782.770627 	 1 	 12 	 3 	 0
2304 	 -0.23681136965751648 	 1605014782.77518 	 1 	 12 	 3 	 0
2305 	 -0.23283334076404572 	 1605014782.779999 	 1 	 12 	 3 	 0
2306 	 -0.22941412031650543 	 1605014782.784518 	 1 	 12 	 3 	 0
2307 	 -0.22647929191589355 	 1605014782.789016 	 1 	 12 	 3 	 0
2308 	 -0.2239508181810379 	 1605014782.7938938 	 1 	 12 	 3 	 0
2309 	 -0.22177287936210632 	 1605014782.798753 	 1 	 12 	 3 	 0
2310 	 -0.21989837288856506 	 1605014782.8035688 	 1 	 12 	 3 	 0
2311 	 -0.2182856947183609 	 1605014782.808216 	 1 	 12 	 3 	 0
2312 	 -0.216901957988739 	 1605014782.8130429 	 1 	 12 	 3 	 0
2313 	 -0.21571289002895355 	 1605014782.817824 	 1 	 12 	 3 	 0
2314 	 -0.21470405161380768 	 1605014782.82246 	 1 	 12 	 3 	 0
2315 	 -0.21384550631046295 	 1605014782.827162 	 1 	 12 	 3 	 0
2316 	 -0.2131199985742569 	 1605014782.8319821 	 1 	 12 	 3 	 0
2317 	 -0.2125147134065628 	 1605014782.836621 	 1 	 12 	 3 	 0
2318 	 -0.21201103925704956 	 1605014782.8411598 	 1 	 12 	 3 	 0
2319 	 -0.21160748600959778 	 1605014782.845762 	 1 	 12 	 3 	 0
2320 	 -0.21127694845199585 	 1605014782.850401 	 1 	 12 	 3 	 0
2321 	 -0.21102653443813324 	 1605014782.855019 	 1 	 12 	 3 	 0
2322 	 -0.21084050834178925 	 1605014782.859672 	 1 	 12 	 3 	 0
2323 	 -0.21071173250675201 	 1605014782.864554 	 1 	 12 	 3 	 0
2324 	 -0.21063874661922455 	 1605014782.869174 	 1 	 12 	 3 	 0
2325 	 -0.21060869097709656 	 1605014782.8736892 	 1 	 12 	 3 	 0
2326 	 -0.21061870455741882 	 1605014782.878345 	 1 	 12 	 3 	 0
2327 	 -0.21067307889461517 	 1605014782.883003 	 1 	 12 	 3 	 0
2328 	 -0.2107546478509903 	 1605014782.88752 	 1 	 12 	 3 	 0
2329 	 -40.63508987426758 	 1605014782.892093 	 1 	 10 	 5 	 2
2330 	 -0.20991183817386627 	 1605014782.897012 	 1 	 12 	 3 	 0
2331 	 -0.20911338925361633 	 1605014782.901493 	 1 	 12 	 3 	 0
2332 	 -0.20845656096935272 	 1605014782.906123 	 1 	 12 	 3 	 0
2333 	 -0.20791709423065186 	 1605014782.910742 	 1 	 12 	 3 	 0
2334 	 -0.20748353004455566 	 1605014782.915458 	 1 	 12 	 3 	 0
2335 	 -0.20713581144809723 	 1605014782.920116 	 1 	 12 	 3 	 0
2336 	 -0.20687681436538696 	 1605014782.924711 	 1 	 12 	 3 	 0
2337 	 -0.20668506622314453 	 1605014782.929864 	 1 	 12 	 3 	 0
2338 	 -0.20655342936515808 	 1605014782.9343748 	 1 	 12 	 3 	 0
2339 	 -0.2064761519432068 	 1605014782.939073 	 1 	 12 	 3 	 0
2340 	 -0.20644892752170563 	 1605014782.943707 	 1 	 12 	 3 	 0
2341 	 -0.20646467804908752 	 1605014782.9484658 	 1 	 12 	 3 	 0
2342 	 -42.5181770324707 	 1605014782.953005 	 1 	 10 	 5 	 2
2343 	 -0.20561900734901428 	 1605014782.957493 	 1 	 12 	 3 	 0
2344 	 -0.20486348867416382 	 1605014782.962361 	 1 	 12 	 3 	 0
2345 	 -0.20422527194023132 	 1605014782.967468 	 1 	 12 	 3 	 0
2346 	 -0.20369012653827667 	 1605014782.972218 	 1 	 12 	 3 	 0
2347 	 -0.2032565325498581 	 1605014782.976788 	 1 	 12 	 3 	 0
2348 	 -0.2028988003730774 	 1605014782.98193 	 1 	 12 	 3 	 0
2349 	 -0.2026197761297226 	 1605014782.986466 	 1 	 12 	 3 	 0
2350 	 -0.20240657031536102 	 1605014782.990954 	 1 	 12 	 3 	 0
2351 	 -0.20225058495998383 	 1605014782.99613 	 1 	 12 	 3 	 0
2352 	 -0.20214757323265076 	 1605014783.0010638 	 1 	 12 	 3 	 0
2353 	 -0.20209747552871704 	 1605014783.005497 	 1 	 12 	 3 	 0
2354 	 -0.20208172500133514 	 1605014783.009912 	 1 	 12 	 3 	 0
2355 	 -0.20210891962051392 	 1605014783.015081 	 1 	 12 	 3 	 0
2356 	 -0.2021675854921341 	 1605014783.0198872 	 1 	 12 	 3 	 0
2357 	 -0.20226489007472992 	 1605014783.024532 	 1 	 12 	 3 	 0
2358 	 -0.20238080620765686 	 1605014783.029711 	 1 	 12 	 3 	 0
2359 	 -0.20252391695976257 	 1605014783.034556 	 1 	 12 	 3 	 0
2360 	 -31.684764862060547 	 1605014783.0394082 	 1 	 11 	 4 	 2
2361 	 -0.20168109238147736 	 1605014783.0439732 	 1 	 12 	 3 	 0
2362 	 -0.20080964267253876 	 1605014783.0495381 	 1 	 12 	 3 	 0
2363 	 -0.20007555186748505 	 1605014783.05421 	 1 	 12 	 3 	 0
2364 	 -0.19945451617240906 	 1605014783.0587242 	 1 	 12 	 3 	 0
2365 	 -0.19893652200698853 	 1605014783.0642262 	 1 	 12 	 3 	 0
2366 	 -0.19850581884384155 	 1605014783.068834 	 1 	 12 	 3 	 0
2367 	 -0.19816237688064575 	 1605014783.0736 	 1 	 12 	 3 	 0
2368 	 -0.19788619875907898 	 1605014783.07856 	 1 	 12 	 3 	 0
2369 	 -0.19767585396766663 	 1605014783.0836768 	 1 	 12 	 3 	 0
2370 	 -0.19752272963523865 	 1605014783.088244 	 1 	 12 	 3 	 0
2371 	 -40.760284423828125 	 1605014783.092921 	 1 	 10 	 5 	 2
2372 	 -0.1961490362882614 	 1605014783.0982 	 1 	 12 	 3 	 0
2373 	 -0.19506867229938507 	 1605014783.102937 	 1 	 12 	 3 	 0
2374 	 -0.19414430856704712 	 1605014783.107511 	 1 	 12 	 3 	 0
2375 	 -0.1933615803718567 	 1605014783.11226 	 1 	 12 	 3 	 0
2376 	 -0.19270335137844086 	 1605014783.11697 	 1 	 12 	 3 	 0
2377 	 -0.19215385615825653 	 1605014783.121388 	 1 	 12 	 3 	 0
2378 	 -0.19170311093330383 	 1605014783.125854 	 1 	 12 	 3 	 0
2379 	 -0.19133391976356506 	 1605014783.130799 	 1 	 12 	 3 	 0
2380 	 -0.1910420060157776 	 1605014783.13537 	 1 	 12 	 3 	 0
2381 	 -39.717769622802734 	 1605014783.139783 	 1 	 10 	 5 	 2
2382 	 -37.57746887207031 	 1605014783.144345 	 1 	 11 	 4 	 2
2383 	 -0.18789969384670258 	 1605014783.1495261 	 1 	 12 	 3 	 0
2384 	 -0.18643295764923096 	 1605014783.154282 	 1 	 12 	 3 	 0
2385 	 -0.18516945838928223 	 1605014783.158763 	 1 	 12 	 3 	 0
2386 	 -0.18408623337745667 	 1605014783.163987 	 1 	 12 	 3 	 0
2387 	 -0.1831589639186859 	 1605014783.169339 	 1 	 12 	 3 	 0
2388 	 -0.18237052857875824 	 1605014783.1740181 	 1 	 12 	 3 	 0
2389 	 -0.18169796466827393 	 1605014783.1785889 	 1 	 12 	 3 	 0
2390 	 -0.1811356395483017 	 1605014783.183923 	 1 	 12 	 3 	 0
2391 	 -0.18066483736038208 	 1605014783.1884632 	 1 	 12 	 3 	 0
2392 	 -0.1802813708782196 	 1605014783.1929128 	 1 	 12 	 3 	 0
2393 	 -0.17996083199977875 	 1605014783.1981199 	 1 	 12 	 3 	 0
2394 	 -0.17971329391002655 	 1605014783.2027688 	 1 	 12 	 3 	 0
2395 	 -0.17952439188957214 	 1605014783.20749 	 1 	 12 	 3 	 0
2396 	 -0.17938415706157684 	 1605014783.2122161 	 1 	 12 	 3 	 0
2397 	 -0.17929545044898987 	 1605014783.216774 	 1 	 12 	 3 	 0
2398 	 -0.1792367845773697 	 1605014783.221601 	 1 	 12 	 3 	 0
2399 	 -0.1792224645614624 	 1605014783.2263649 	 1 	 12 	 3 	 0
2400 	 -0.17924250662326813 	 1605014783.231338 	 1 	 12 	 3 	 0
2401 	 -0.17928971350193024 	 1605014783.235861 	 1 	 12 	 3 	 0
2402 	 -0.1793612539768219 	 1605014783.240488 	 1 	 12 	 3 	 0
2403 	 -0.17946143448352814 	 1605014783.245266 	 1 	 12 	 3 	 0
2404 	 -0.17958302795886993 	 1605014783.249857 	 1 	 12 	 3 	 0
2405 	 -0.17972184717655182 	 1605014783.254627 	 1 	 12 	 3 	 0
2406 	 -0.17987926304340363 	 1605014783.259236 	 1 	 12 	 3 	 0
2407 	 -0.18005526065826416 	 1605014783.263991 	 1 	 12 	 3 	 0
2408 	 -0.18024414777755737 	 1605014783.268485 	 1 	 12 	 3 	 0
